SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,LOCALE_NAME,MISTEM_NAME,MISTEM_CODE,TOTAL_ENROLLMENT,MALE_ENROLLMENT,FEMALE_ENROLLMENT,AMERICAN_INDIAN_ENROLLMENT,ASIAN_ENROLLMENT,AFRICAN_AMERICAN_ENROLLMENT,HISPANIC_ENROLLMENT,HAWAIIAN_ENROLLMENT,WHITE_ENROLLMENT,TWO_OR_MORE_RACES_ENROLLMENT,EARLY_MIDDLE_COLLEGE_ENROLLMENT,KINDERGARTEN_ENROLLMENT,GRADE_1_ENROLLMENT,GRADE_2_ENROLLMENT,GRADE_3_ENROLLMENT,GRADE_4_ENROLLMENT,GRADE_5_ENROLLMENT,GRADE_6_ENROLLMENT,GRADE_7_ENROLLMENT,GRADE_8_ENROLLMENT,GRADE_9_ENROLLMENT,GRADE_10_ENROLLMENT,GRADE_11_ENROLLMENT,GRADE_12_ENROLLMENT,ECONOMIC_DISADVANTAGED_ENROLLMENT,SPECIAL_EDUCATION_ENROLLMENT,ENGLISH_LANGUAGE_LEARNERS_ENROLLMENT
"20 - 21 School Year","82","Wayne RESA","82943","Weston Preparatory Academy","08641","Weston Preparatory Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","Wayne Region","         3","272","131","141","1","0","269","1","0","0","1","0","23","25","23","27","30","28","34","39","43","0","0","0","0","271","31","<10"
"20 - 21 School Year","82","Wayne RESA","82240","Westwood Community School District","00867","Daly School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","Wayne Region","         3","175","92","83","0","0","154","5","0","14","2","0","13","27","28","27","27","23","30","0","0","0","0","0","0","148","26","<10"
"20 - 21 School Year","82","Wayne RESA","82240","Westwood Community School District","03238","Robichaud Senior High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","332","168","164","1","0","273","10","0","46","2","0","0","0","0","0","0","0","0","0","0","125","63","73","71","245","53","19"
"20 - 21 School Year","82","Wayne RESA","82240","Westwood Community School District","04177","Thorne Elementary School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","Wayne Region","         3","635","323","312","3","0","456","27","0","120","29","0","66","99","96","95","104","95","80","0","0","0","0","0","0","537","105","23"
"20 - 21 School Year","82","Wayne RESA","82240","Westwood Community School District","09536","Tomlinson Middle School","82","Wayne","LEA School","Middle School","Suburb: Large","Wayne Region","         3","210","109","101","0","0","168","9","0","28","5","0","0","0","0","0","0","0","0","105","105","0","0","0","0","171","43","<10"
"20 - 21 School Year","82","Wayne RESA","82240","Westwood Community School District","02476","Westwood North Academy","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","39","23","16","0","0","35","0","0","3","1","0","0","0","0","0","0","0","0","0","0","8","18","12","1","29","<10","<10"
"20 - 21 School Year","82","Wayne RESA","82240","Westwood Community School District","09935","Westwood Virtual Academy","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","129","69","60","0","1","82","2","0","44","0","0","0","0","0","0","0","0","0","0","0","37","43","35","14","107","19","15"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","00216","Bates Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","467","234","233","2","37","70","43","1","287","27","0","75","74","74","90","78","76","0","0","0","0","0","0","0","253","61","47"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","05298","Brownstown Middle School","82","Wayne","LEA School","Middle School","Suburb: Large","Wayne Region","         3","817","412","405","2","58","129","89","1","491","47","0","0","0","0","0","0","0","403","414","0","0","0","0","0","382","99","32"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","06682","Erving Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","498","272","226","1","16","63","39","0","348","31","0","86","86","88","96","78","64","0","0","0","0","0","0","0","246","88","19"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","06420","Gudith Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","436","213","223","1","54","85","50","0","231","15","0","71","81","73","55","69","87","0","0","0","0","0","0","0","291","89","50"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","01188","Maple Grove Alternative High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","81","48","33","1","5","6","10","0","55","4","0","0","0","0","0","0","0","0","0","0","2","8","19","52","38","15","<10"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","06683","Patrick Henry Middle School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","854","418","436","3","69","113","64","0","562","43","0","0","0","0","0","0","0","0","0","415","439","0","0","0","370","104","26"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","06825","Wegienka Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","475","240","235","0","12","62","51","0","325","25","0","78","73","78","78","83","85","0","0","0","0","0","0","0","198","69","18"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","06288","Woodhaven High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","1243","638","605","1","83","185","117","0","815","42","136","0","0","0","0","0","0","0","0","0","0","396","438","409","413","138","35"
"20 - 21 School Year","82","Wayne RESA","82365","Woodhaven-Brownstown School District","06131","Yake Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","457","238","219","1","33","41","43","1","326","12","0","80","77","78","81","70","71","0","0","0","0","0","0","0","171","63","34"
"20 - 21 School Year","82","Wayne RESA","82170","Wyandotte, School District of the City of","01367","Garfield Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","445","236","209","3","2","19","85","1","298","37","0","93","63","76","59","73","81","0","0","0","0","0","0","0","268","52","14"
"20 - 21 School Year","82","Wayne RESA","82170","Wyandotte, School District of the City of","01900","Jefferson Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","493","258","235","4","2","26","55","4","390","12","0","59","72","99","91","87","85","0","0","0","0","0","0","0","244","65","10"
"20 - 21 School Year","82","Wayne RESA","82170","Wyandotte, School District of the City of","00008","Jo Brighton Skills Center","82","Wayne","LEA School","Elem thru High School","Suburb: Large","Wayne Region","         3","220","119","101","2","1","41","29","0","144","3","0","0","0","0","0","0","1","10","11","12","12","12","12","43","115","220","14"
"20 - 21 School Year","82","Wayne RESA","82170","Wyandotte, School District of the City of","06726","Madison School","82","Wayne","LEA School","Elem thru High School","Suburb: Large","Wayne Region","         3","189","120","69","0","2","29","30","0","128","0","0","12","13","13","13","20","18","5","10","9","7","7","8","8","95","189","<10"
"20 - 21 School Year","82","Wayne RESA","82170","Wyandotte, School District of the City of","02591","Monroe Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","340","164","176","1","2","16","33","1","275","12","0","57","60","65","63","46","49","0","0","0","0","0","0","0","211","53","<10"
